PRIMEIRO_NOME;primeiro_sobrenome;segundo_sobrenome;PAIS;estado
Maria;Silva;Almeida;Argentina;Rio Grande do Sul
Camila;Almeida;Oliveira;Chile;Bahia
Carlos;Oliveira;Martins;Portugal;São Paulo
Maria;Silva;Sousa;Chile;São Paulo
Camila;Costa;Pereira;Brasil;Bahia
Pedro;Pereira;Martins;Brasil;Minas Gerais
Maria;Sousa;Silva;Chile;São Paulo
Ricardo;Ferreira;Ferreira;Argentina;Ceará
Fernanda;Oliveira;Pereira;Argentina;Minas Gerais
Carlos;Pereira;Costa;Colômbia;São Paulo
João;Costa;Martins;Brasil;Bahia
Fernanda;Lima;Silva;Brasil;São Paulo
Camila;Oliveira;Sousa;Chile;Rio Grande do Sul
João;Ferreira;Almeida;Portugal;São Paulo
Fernanda;Lima;Ferreira;Brasil;Minas Gerais
Ricardo;Costa;Silva;Chile;Ceará
Ana;Lima;Oliveira;Chile;Minas Gerais
Luísa;Lima;Ferreira;Colômbia;Ceará
Fernanda;Lima;Pereira;Portugal;Paraná
Pedro;Oliveira;Costa;Argentina;Rio de Janeiro
Maria;Lima;Martins;Chile;Rio de Janeiro
Ricardo;Martins;Sousa;Argentina;Bahia
Ana;Pereira;Oliveira;Brasil;Rio Grande do Sul
Luísa;Santos;Costa;Colômbia;Bahia
João;Silva;Martins;Colômbia;Bahia
João;Almeida;Pereira;Brasil;Rio Grande do Sul
Fernanda;Santos;Sousa;Portugal;Rio Grande do Sul
Camila;Ferreira;Ferreira;Portugal;Ceará
Gustavo;Lima;Pereira;Argentina;Paraná
Pedro;Oliveira;Oliveira;Colômbia;Rio de Janeiro
Pedro;Martins;Martins;Portugal;Minas Gerais
Ana;Pereira;Oliveira;Brasil;Paraná
Luísa;Silva;Sousa;Chile;São Paulo
Fernanda;Santos;Santos;Chile;Minas Gerais
Fernanda;Silva;Almeida;Colômbia;Bahia
Fernanda;Almeida;Santos;Brasil;Ceará
Pedro;Oliveira;Silva;Brasil;Pernambuco
Pedro;Lima;Almeida;Chile;Minas Gerais
Gustavo;Sousa;Costa;Colômbia;Pernambuco
Gustavo;Costa;Lima;Brasil;Bahia
Ricardo;Almeida;Almeida;Argentina;Minas Gerais
João;Sousa;Oliveira;Brasil;Paraná
Maria;Pereira;Sousa;Argentina;Paraná
Gustavo;Oliveira;Silva;Portugal;Rio Grande do Sul
Carlos;Sousa;Almeida;Chile;Paraná
Pedro;Sousa;Silva;Argentina;Rio de Janeiro
Fernanda;Lima;Martins;Colômbia;Rio de Janeiro
Luísa;Santos;Santos;Portugal;Bahia
Carlos;Silva;Silva;Colômbia;Rio Grande do Sul
Carlos;Santos;Lima;Brasil;Ceará
Carlos;Martins;Pereira;Colômbia;Paraná
Gustavo;Lima;Sousa;Argentina;Pernambuco
Ricardo;Silva;Lima;Colômbia;São Paulo
Carlos;Silva;Ferreira;Portugal;Paraná
Luísa;Santos;Martins;Argentina;Rio Grande do Sul
Ricardo;Lima;Lima;Colômbia;Ceará
Ricardo;Santos;Martins;Argentina;Bahia
Gustavo;Ferreira;Almeida;Chile;Pernambuco
Pedro;Oliveira;Pereira;Brasil;Rio de Janeiro
Luísa;Pereira;Silva;Portugal;São Paulo
Ana;Pereira;Almeida;Brasil;São Paulo
João;Pereira;Lima;Portugal;Pernambuco
Luísa;Ferreira;Costa;Colômbia;Rio de Janeiro
Maria;Silva;Pereira;Colômbia;São Paulo
Ricardo;Almeida;Silva;Chile;São Paulo
Ana;Lima;Santos;Portugal;Bahia
Ricardo;Lima;Lima;Argentina;Rio Grande do Sul
Camila;Ferreira;Ferreira;Chile;Paraná
Luísa;Lima;Silva;Brasil;Rio Grande do Sul
João;Ferreira;Martins;Colômbia;Rio de Janeiro
Ana;Sousa;Martins;Argentina;São Paulo
Ricardo;Costa;Sousa;Brasil;Pernambuco
Camila;Ferreira;Lima;Chile;Ceará
Carlos;Lima;Lima;Colômbia;Minas Gerais
Maria;Santos;Oliveira;Chile;Paraná
Camila;Ferreira;Santos;Argentina;Rio Grande do Sul
Pedro;Ferreira;Almeida;Portugal;Pernambuco
Pedro;Oliveira;Ferreira;Brasil;São Paulo
João;Almeida;Oliveira;Portugal;Rio Grande do Sul
João;Pereira;Lima;Chile;Bahia
Camila;Silva;Oliveira;Chile;São Paulo
Carlos;Oliveira;Sousa;Argentina;Bahia
João;Oliveira;Ferreira;Colômbia;São Paulo
Luísa;Ferreira;Santos;Colômbia;Bahia
Ricardo;Santos;Santos;Brasil;Rio Grande do Sul
João;Lima;Costa;Brasil;Bahia
Ricardo;Santos;Silva;Portugal;Pernambuco
Ricardo;Pereira;Pereira;Argentina;Minas Gerais
Maria;Pereira;Silva;Colômbia;Pernambuco
Maria;Santos;Santos;Chile;São Paulo
Ricardo;Pereira;Pereira;Colômbia;Minas Gerais
Maria;Ferreira;Oliveira;Brasil;Pernambuco
Camila;Santos;Ferreira;Chile;Rio Grande do Sul
Ricardo;Sousa;Martins;Argentina;Pernambuco
Luísa;Martins;Costa;Portugal;Paraná
Pedro;Santos;Almeida;Portugal;Ceará
Ana;Pereira;Lima;Colômbia;Pernambuco
Camila;Pereira;Costa;Argentina;Paraná
Carlos;Santos;Santos;Portugal;Rio Grande do Sul
Ricardo;Lima;Almeida;Colômbia;Ceará
Maria;Costa;Ferreira;Brasil;Minas Gerais
Luísa;Ferreira;Lima;Colômbia;Bahia
João;Sousa;Silva;Colômbia;Ceará
Fernanda;Oliveira;Oliveira;Brasil;Pernambuco
Ana;Costa;Almeida;Colômbia;Rio de Janeiro
Gustavo;Almeida;Oliveira;Argentina;Minas Gerais
Gustavo;Ferreira;Lima;Portugal;Bahia
Ana;Sousa;Martins;Colômbia;Paraná
Ana;Almeida;Lima;Argentina;Bahia
João;Silva;Oliveira;Colômbia;Paraná
Luísa;Silva;Silva;Brasil;São Paulo
Gustavo;Oliveira;Lima;Chile;Ceará
João;Ferreira;Ferreira;Argentina;Pernambuco
Ana;Costa;Sousa;Colômbia;Ceará
Carlos;Silva;Oliveira;Colômbia;Rio Grande do Sul
Ana;Silva;Lima;Portugal;Bahia
Carlos;Silva;Silva;Chile;Rio de Janeiro
Carlos;Lima;Sousa;Colômbia;Pernambuco
Ricardo;Pereira;Costa;Brasil;Paraná
Luísa;Costa;Ferreira;Portugal;Paraná
Gustavo;Martins;Costa;Colômbia;Minas Gerais
Pedro;Sousa;Pereira;Argentina;Ceará
Ana;Sousa;Santos;Argentina;Bahia
Pedro;Martins;Martins;Chile;Minas Gerais
Camila;Costa;Pereira;Chile;São Paulo
Camila;Sousa;Almeida;Argentina;São Paulo
Luísa;Silva;Almeida;Colômbia;Ceará
Carlos;Sousa;Sousa;Brasil;Pernambuco
Luísa;Sousa;Martins;Argentina;Rio de Janeiro
Luísa;Silva;Ferreira;Chile;Paraná
Pedro;Santos;Lima;Colômbia;Bahia
Gustavo;Pereira;Silva;Brasil;Rio Grande do Sul
Camila;Ferreira;Oliveira;Colômbia;Minas Gerais
Pedro;Costa;Lima;Brasil;Bahia
Ricardo;Silva;Santos;Portugal;Pernambuco
Maria;Almeida;Martins;Brasil;Ceará
Pedro;Sousa;Costa;Brasil;Bahia
Ricardo;Santos;Costa;Brasil;Paraná
Ana;Lima;Oliveira;Chile;Rio Grande do Sul
Fernanda;Ferreira;Santos;Brasil;Minas Gerais
Fernanda;Costa;Martins;Portugal;Rio Grande do Sul
Pedro;Santos;Lima;Brasil;São Paulo
Carlos;Lima;Lima;Brasil;Minas Gerais
Pedro;Costa;Santos;Colômbia;Rio Grande do Sul
João;Almeida;Costa;Colômbia;Pernambuco
Fernanda;Silva;Costa;Brasil;Ceará
Maria;Ferreira;Oliveira;Argentina;Rio de Janeiro
Fernanda;Pereira;Martins;Chile;Paraná
Ricardo;Martins;Almeida;Colômbia;Minas Gerais
João;Lima;Sousa;Chile;Paraná
Gustavo;Costa;Martins;Colômbia;Minas Gerais
Fernanda;Martins;Santos;Portugal;Paraná
Camila;Ferreira;Pereira;Chile;Minas Gerais
Camila;Pereira;Sousa;Chile;Bahia
Pedro;Silva;Santos;Argentina;Rio Grande do Sul
Camila;Costa;Ferreira;Colômbia;Paraná
Maria;Lima;Lima;Colômbia;Bahia
Gustavo;Martins;Costa;Chile;Rio Grande do Sul
Ricardo;Sousa;Lima;Chile;Rio de Janeiro
Luísa;Pereira;Sousa;Portugal;Bahia
Pedro;Almeida;Martins;Chile;Bahia
João;Santos;Costa;Colômbia;Ceará
Maria;Santos;Pereira;Colômbia;Minas Gerais
Ricardo;Pereira;Martins;Colômbia;Pernambuco
Gustavo;Lima;Lima;Portugal;Ceará
Pedro;Costa;Sousa;Portugal;Rio Grande do Sul
Pedro;Ferreira;Martins;Chile;Rio Grande do Sul
Ana;Oliveira;Lima;Chile;Rio Grande do Sul
Luísa;Martins;Oliveira;Brasil;São Paulo
Ricardo;Pereira;Costa;Colômbia;Pernambuco
Carlos;Santos;Martins;Portugal;Paraná
Gustavo;Costa;Sousa;Colômbia;Paraná
Pedro;Almeida;Martins;Argentina;Bahia
Carlos;Santos;Martins;Argentina;Ceará
João;Pereira;Almeida;Brasil;Minas Gerais
Camila;Santos;Costa;Brasil;Ceará
Gustavo;Martins;Santos;Argentina;Bahia
Carlos;Oliveira;Santos;Argentina;Rio de Janeiro
Luísa;Almeida;Almeida;Argentina;Minas Gerais
Carlos;Silva;Sousa;Argentina;Ceará
Carlos;Sousa;Sousa;Brasil;Minas Gerais
Luísa;Pereira;Ferreira;Brasil;Rio Grande do Sul
Maria;Almeida;Ferreira;Colômbia;Rio Grande do Sul
Luísa;Silva;Lima;Argentina;Minas Gerais
Gustavo;Martins;Martins;Brasil;Rio de Janeiro
Fernanda;Almeida;Santos;Argentina;Bahia
João;Lima;Costa;Brasil;Ceará
João;Martins;Lima;Colômbia;Rio de Janeiro
Ana;Pereira;Silva;Chile;São Paulo
Ana;Silva;Lima;Brasil;Paraná
Pedro;Martins;Pereira;Chile;Rio Grande do Sul
Carlos;Martins;Santos;Colômbia;Rio Grande do Sul
Camila;Silva;Lima;Chile;Rio Grande do Sul
Ana;Santos;Almeida;Brasil;Pernambuco
Ana;Sousa;Santos;Colômbia;Paraná
Fernanda;Almeida;Martins;Portugal;São Paulo
Pedro;Ferreira;Pereira;Chile;Rio de Janeiro
João;Almeida;Oliveira;Colômbia;Ceará
Maria;Costa;Costa;Brasil;Rio Grande do Sul
Ana;Santos;Lima;Brasil;Rio de Janeiro
Pedro;Almeida;Silva;Portugal;Rio Grande do Sul
Pedro;Martins;Lima;Portugal;Bahia
Luísa;Oliveira;Sousa;Chile;Paraná
Carlos;Almeida;Pereira;Portugal;Pernambuco
Maria;Sousa;Lima;Argentina;São Paulo
Carlos;Silva;Sousa;Argentina;Ceará
Gustavo;Pereira;Santos;Colômbia;Ceará
Gustavo;Sousa;Almeida;Argentina;Minas Gerais
Ana;Oliveira;Martins;Argentina;Rio Grande do Sul
Luísa;Martins;Sousa;Brasil;Pernambuco
Gustavo;Oliveira;Lima;Brasil;Paraná
Gustavo;Santos;Costa;Colômbia;Rio Grande do Sul
Ricardo;Costa;Costa;Brasil;Rio Grande do Sul
Gustavo;Ferreira;Almeida;Argentina;Minas Gerais
Luísa;Silva;Costa;Chile;Paraná
Ana;Costa;Almeida;Brasil;Pernambuco
Fernanda;Silva;Oliveira;Portugal;Paraná
Camila;Martins;Pereira;Chile;Bahia
Ricardo;Santos;Lima;Colômbia;Ceará
Carlos;Almeida;Ferreira;Portugal;Pernambuco
Gustavo;Sousa;Santos;Argentina;Bahia
Ana;Sousa;Martins;Chile;Bahia
Ana;Costa;Sousa;Colômbia;Minas Gerais
Luísa;Sousa;Sousa;Brasil;Ceará
Ricardo;Almeida;Pereira;Portugal;Paraná
Carlos;Lima;Oliveira;Colômbia;Pernambuco
Fernanda;Sousa;Martins;Portugal;Rio Grande do Sul
Pedro;Oliveira;Almeida;Chile;Paraná
Camila;Ferreira;Silva;Brasil;Ceará
Luísa;Silva;Almeida;Chile;Paraná
Gustavo;Almeida;Sousa;Argentina;Pernambuco
Ana;Lima;Silva;Portugal;Rio Grande do Sul
João;Costa;Sousa;Portugal;Ceará
Camila;Ferreira;Almeida;Argentina;Rio de Janeiro
Luísa;Costa;Santos;Portugal;Minas Gerais
Carlos;Santos;Santos;Chile;Rio Grande do Sul
João;Lima;Lima;Colômbia;Rio de Janeiro
Fernanda;Sousa;Pereira;Argentina;Pernambuco
Ricardo;Ferreira;Almeida;Chile;Rio Grande do Sul
Camila;Almeida;Lima;Brasil;Minas Gerais
Ricardo;Pereira;Martins;Brasil;Pernambuco
Maria;Almeida;Ferreira;Chile;Rio de Janeiro
Carlos;Almeida;Costa;Colômbia;São Paulo
Carlos;Santos;Costa;Argentina;Rio de Janeiro
Gustavo;Santos;Costa;Colômbia;Ceará
Maria;Martins;Silva;Brasil;Paraná
Pedro;Sousa;Costa;Colômbia;São Paulo
Ricardo;Silva;Martins;Chile;Rio Grande do Sul
Fernanda;Martins;Lima;Portugal;Rio Grande do Sul
Camila;Martins;Almeida;Argentina;Ceará
João;Santos;Martins;Portugal;Ceará
Luísa;Costa;Almeida;Portugal;Rio de Janeiro
Camila;Pereira;Oliveira;Chile;Rio Grande do Sul
Ana;Pereira;Lima;Colômbia;Paraná
Camila;Pereira;Almeida;Brasil;Rio de Janeiro
Camila;Pereira;Oliveira;Chile;Rio de Janeiro
Fernanda;Lima;Pereira;Portugal;Rio Grande do Sul
João;Sousa;Pereira;Colômbia;Paraná
Fernanda;Sousa;Ferreira;Colômbia;Rio Grande do Sul
Maria;Oliveira;Sousa;Colômbia;Rio Grande do Sul
Carlos;Pereira;Santos;Colômbia;Rio de Janeiro
Ana;Santos;Lima;Colômbia;São Paulo
Luísa;Santos;Lima;Argentina;Paraná
Camila;Santos;Sousa;Chile;Rio de Janeiro
Maria;Santos;Lima;Argentina;São Paulo
Pedro;Costa;Costa;Brasil;São Paulo
Maria;Almeida;Martins;Colômbia;Bahia
Luísa;Martins;Costa;Colômbia;Minas Gerais
João;Santos;Lima;Argentina;Rio de Janeiro
Camila;Santos;Lima;Colômbia;Bahia
João;Oliveira;Sousa;Brasil;Rio Grande do Sul
João;Martins;Silva;Portugal;Bahia
Gustavo;Almeida;Martins;Chile;Ceará
Carlos;Martins;Oliveira;Portugal;Pernambuco
Luísa;Martins;Almeida;Portugal;Ceará
Fernanda;Santos;Lima;Colômbia;Ceará
Fernanda;Ferreira;Silva;Argentina;Rio de Janeiro
Ana;Ferreira;Sousa;Argentina;São Paulo
Pedro;Ferreira;Oliveira;Chile;Ceará
Ana;Silva;Oliveira;Chile;Bahia
Ana;Santos;Almeida;Argentina;Minas Gerais
Camila;Costa;Sousa;Brasil;Ceará
Carlos;Lima;Costa;Chile;Bahia
Fernanda;Pereira;Ferreira;Brasil;Bahia
Ana;Santos;Ferreira;Chile;Ceará
Luísa;Almeida;Santos;Portugal;Ceará
Pedro;Almeida;Santos;Brasil;Rio Grande do Sul
Ana;Costa;Lima;Brasil;São Paulo
Carlos;Pereira;Santos;Brasil;Pernambuco
João;Ferreira;Almeida;Argentina;São Paulo
Fernanda;Ferreira;Pereira;Brasil;Rio de Janeiro
Luísa;Pereira;Ferreira;Portugal;Rio Grande do Sul
Ana;Costa;Oliveira;Portugal;Rio de Janeiro
Fernanda;Pereira;Sousa;Argentina;Bahia
Gustavo;Martins;Oliveira;Brasil;Rio Grande do Sul
Camila;Ferreira;Santos;Argentina;Rio de Janeiro
Carlos;Almeida;Pereira;Argentina;Paraná
Fernanda;Lima;Pereira;Colômbia;Ceará
Ricardo;Almeida;Almeida;Portugal;Paraná
Pedro;Pereira;Lima;Portugal;Bahia
Camila;Costa;Costa;Brasil;São Paulo
Carlos;Costa;Silva;Chile;Bahia
Maria;Santos;Santos;Colômbia;Minas Gerais
Ana;Silva;Oliveira;Brasil;Ceará
Ana;Martins;Sousa;Brasil;Rio Grande do Sul
Gustavo;Martins;Silva;Portugal;Paraná
Ana;Santos;Almeida;Argentina;Minas Gerais
Ricardo;Pereira;Lima;Colômbia;Minas Gerais
Camila;Oliveira;Costa;Colômbia;Minas Gerais
Carlos;Costa;Almeida;Colômbia;Paraná
Ricardo;Silva;Ferreira;Brasil;Ceará
Ricardo;Costa;Martins;Brasil;Pernambuco
Ana;Almeida;Santos;Chile;São Paulo
Fernanda;Santos;Silva;Colômbia;Pernambuco
Gustavo;Martins;Silva;Brasil;Rio de Janeiro
Camila;Costa;Martins;Colômbia;São Paulo
Carlos;Ferreira;Santos;Chile;Bahia
Ricardo;Pereira;Silva;Colômbia;Ceará
Ana;Martins;Sousa;Brasil;Pernambuco
Ana;Silva;Almeida;Argentina;Rio de Janeiro
Ana;Santos;Ferreira;Colômbia;Ceará
João;Sousa;Martins;Argentina;Pernambuco
Ricardo;Pereira;Silva;Chile;Bahia
Carlos;Martins;Oliveira;Chile;Paraná
Fernanda;Pereira;Ferreira;Colômbia;Ceará
Gustavo;Santos;Silva;Colômbia;Paraná
Pedro;Sousa;Pereira;Chile;Ceará
Ricardo;Almeida;Costa;Brasil;Paraná
João;Pereira;Ferreira;Chile;São Paulo
Carlos;Pereira;Sousa;Colômbia;Bahia
Ricardo;Santos;Lima;Chile;São Paulo
Pedro;Lima;Ferreira;Argentina;Minas Gerais
João;Ferreira;Silva;Colômbia;São Paulo
Ana;Oliveira;Ferreira;Chile;Minas Gerais
Ana;Lima;Oliveira;Argentina;Minas Gerais
Luísa;Costa;Santos;Brasil;Ceará
Luísa;Ferreira;Lima;Colômbia;Bahia
Carlos;Silva;Lima;Colômbia;Pernambuco
Camila;Sousa;Santos;Portugal;Rio Grande do Sul
Pedro;Sousa;Costa;Argentina;Rio de Janeiro
Pedro;Santos;Pereira;Argentina;Ceará
Fernanda;Ferreira;Silva;Chile;Minas Gerais
Camila;Costa;Silva;Portugal;São Paulo
Pedro;Sousa;Sousa;Colômbia;Ceará
Gustavo;Pereira;Silva;Brasil;Rio de Janeiro
Gustavo;Ferreira;Santos;Argentina;Paraná
Pedro;Santos;Silva;Brasil;Paraná
Camila;Silva;Oliveira;Colômbia;São Paulo
Ana;Ferreira;Almeida;Argentina;Rio Grande do Sul
Ana;Pereira;Santos;Brasil;Bahia
Ricardo;Silva;Almeida;Colômbia;Ceará
Gustavo;Oliveira;Almeida;Chile;Rio Grande do Sul
João;Costa;Santos;Chile;Rio Grande do Sul
Fernanda;Martins;Almeida;Colômbia;Rio Grande do Sul
Carlos;Silva;Pereira;Brasil;Paraná
Fernanda;Pereira;Silva;Argentina;Ceará
Camila;Ferreira;Costa;Portugal;Paraná
Gustavo;Silva;Oliveira;Argentina;Bahia
Camila;Silva;Silva;Chile;Minas Gerais
João;Pereira;Sousa;Chile;Ceará
João;Pereira;Costa;Brasil;Paraná
Maria;Almeida;Ferreira;Brasil;Bahia
Pedro;Costa;Silva;Portugal;Bahia
Carlos;Oliveira;Almeida;Chile;Rio de Janeiro
Maria;Almeida;Costa;Argentina;Ceará
Ricardo;Costa;Ferreira;Brasil;Bahia
Pedro;Silva;Santos;Chile;Minas Gerais
Ana;Ferreira;Lima;Portugal;Ceará
Ricardo;Santos;Martins;Colômbia;Paraná
Gustavo;Almeida;Martins;Argentina;Rio de Janeiro
Gustavo;Oliveira;Silva;Chile;Rio Grande do Sul
Fernanda;Martins;Ferreira;Argentina;Bahia
Luísa;Santos;Lima;Portugal;Ceará
Fernanda;Santos;Santos;Argentina;Ceará
Carlos;Costa;Martins;Chile;Bahia
Maria;Santos;Silva;Brasil;Paraná
Gustavo;Pereira;Santos;Brasil;Ceará
João;Santos;Almeida;Colômbia;Rio Grande do Sul
João;Oliveira;Pereira;Portugal;São Paulo
Camila;Martins;Pereira;Chile;São Paulo
Pedro;Pereira;Santos;Argentina;São Paulo
Pedro;Santos;Sousa;Portugal;São Paulo
Ricardo;Lima;Pereira;Colômbia;Ceará
Gustavo;Santos;Silva;Portugal;São Paulo
Ricardo;Costa;Almeida;Portugal;Minas Gerais
Luísa;Santos;Lima;Portugal;São Paulo
Ricardo;Costa;Martins;Argentina;Minas Gerais
Ana;Lima;Lima;Colômbia;Rio Grande do Sul
Fernanda;Santos;Santos;Brasil;Paraná
Gustavo;Oliveira;Pereira;Argentina;Paraná
Pedro;Pereira;Martins;Chile;Rio de Janeiro
Luísa;Lima;Pereira;Brasil;São Paulo
Camila;Costa;Silva;Colômbia;Paraná
Ana;Almeida;Ferreira;Chile;Minas Gerais
Ricardo;Lima;Silva;Portugal;Ceará
Maria;Ferreira;Ferreira;Brasil;Bahia
Fernanda;Santos;Santos;Argentina;Rio de Janeiro
Camila;Pereira;Ferreira;Colômbia;Bahia
João;Martins;Oliveira;Brasil;Rio de Janeiro
Luísa;Silva;Sousa;Brasil;Ceará
Luísa;Oliveira;Costa;Brasil;Rio de Janeiro
Gustavo;Almeida;Santos;Brasil;São Paulo
Ana;Martins;Sousa;Brasil;Minas Gerais
Pedro;Martins;Santos;Portugal;Rio de Janeiro
Fernanda;Silva;Sousa;Colômbia;Paraná
Fernanda;Pereira;Santos;Brasil;Pernambuco
Carlos;Costa;Pereira;Argentina;Minas Gerais
Camila;Martins;Pereira;Argentina;Pernambuco
Fernanda;Sousa;Oliveira;Chile;São Paulo
Ricardo;Costa;Oliveira;Portugal;Minas Gerais
Carlos;Martins;Pereira;Chile;Rio Grande do Sul
Ana;Almeida;Pereira;Argentina;Pernambuco
Ricardo;Silva;Oliveira;Portugal;Paraná
Ana;Lima;Pereira;Chile;Ceará
Maria;Ferreira;Silva;Brasil;Rio de Janeiro
Ana;Pereira;Almeida;Chile;Minas Gerais
Ricardo;Ferreira;Oliveira;Chile;Pernambuco
Luísa;Santos;Ferreira;Colômbia;Rio Grande do Sul
Camila;Oliveira;Costa;Brasil;Paraná
Maria;Oliveira;Costa;Portugal;Rio de Janeiro
Maria;Pereira;Silva;Chile;Rio de Janeiro
Gustavo;Lima;Sousa;Portugal;Minas Gerais
Gustavo;Ferreira;Martins;Chile;Ceará
Maria;Sousa;Costa;Colômbia;Bahia
Ricardo;Sousa;Silva;Portugal;Bahia
Ricardo;Oliveira;Pereira;Portugal;Rio de Janeiro
Fernanda;Pereira;Martins;Argentina;Rio de Janeiro
Carlos;Sousa;Oliveira;Argentina;Rio Grande do Sul
João;Martins;Pereira;Portugal;São Paulo
João;Santos;Sousa;Argentina;Minas Gerais
Ricardo;Santos;Lima;Argentina;Bahia
Pedro;Lima;Santos;Colômbia;Ceará
Ana;Lima;Sousa;Chile;Ceará
Fernanda;Silva;Martins;Argentina;Rio de Janeiro
Luísa;Santos;Martins;Brasil;Minas Gerais
Maria;Silva;Costa;Portugal;Rio de Janeiro
Maria;Santos;Sousa;Argentina;Minas Gerais
Camila;Costa;Ferreira;Brasil;Pernambuco
Camila;Lima;Martins;Colômbia;Minas Gerais
Ana;Santos;Almeida;Colômbia;Minas Gerais
Camila;Martins;Martins;Argentina;Ceará
Fernanda;Pereira;Almeida;Argentina;Bahia
Pedro;Martins;Silva;Argentina;Minas Gerais
Ana;Sousa;Martins;Argentina;Rio de Janeiro
Maria;Martins;Sousa;Colômbia;Rio de Janeiro
João;Pereira;Costa;Colômbia;Bahia
Gustavo;Martins;Lima;Portugal;Minas Gerais
Ana;Costa;Sousa;Brasil;Paraná
Pedro;Sousa;Martins;Argentina;São Paulo
Fernanda;Martins;Lima;Chile;Minas Gerais
João;Ferreira;Ferreira;Argentina;Ceará
João;Sousa;Silva;Colômbia;Minas Gerais
Maria;Silva;Oliveira;Chile;São Paulo
Pedro;Santos;Lima;Argentina;Minas Gerais
Maria;Santos;Martins;Portugal;Rio Grande do Sul
Camila;Ferreira;Lima;Brasil;Pernambuco
Camila;Silva;Costa;Brasil;Paraná
João;Lima;Costa;Brasil;Paraná
Fernanda;Lima;Lima;Chile;Bahia
Carlos;Almeida;Lima;Argentina;Bahia
Ana;Oliveira;Martins;Colômbia;Rio de Janeiro
Gustavo;Santos;Lima;Brasil;Ceará
João;Pereira;Ferreira;Portugal;São Paulo
Gustavo;Pereira;Martins;Chile;São Paulo
Gustavo;Pereira;Sousa;Portugal;Bahia
Ana;Lima;Silva;Portugal;Minas Gerais
Carlos;Martins;Silva;Brasil;São Paulo
Maria;Pereira;Pereira;Brasil;Rio Grande do Sul
Gustavo;Oliveira;Pereira;Brasil;Ceará
Luísa;Ferreira;Lima;Colômbia;Bahia
Fernanda;Sousa;Oliveira;Brasil;Ceará
Pedro;Costa;Silva;Argentina;Ceará
Carlos;Costa;Pereira;Portugal;Rio de Janeiro
Pedro;Costa;Lima;Brasil;Rio Grande do Sul
Maria;Pereira;Santos;Brasil;Paraná
Ricardo;Ferreira;Pereira;Argentina;Minas Gerais
Fernanda;Sousa;Ferreira;Argentina;Ceará
João;Lima;Lima;Chile;Pernambuco
Ricardo;Lima;Sousa;Brasil;Ceará
Gustavo;Sousa;Santos;Chile;Minas Gerais
João;Martins;Sousa;Chile;São Paulo
Fernanda;Lima;Santos;Brasil;Paraná
Camila;Silva;Santos;Colômbia;Pernambuco
Fernanda;Pereira;Oliveira;Portugal;Ceará
Carlos;Almeida;Almeida;Argentina;Rio de Janeiro
Carlos;Ferreira;Silva;Chile;Bahia
Carlos;Almeida;Silva;Colômbia;Minas Gerais
Fernanda;Ferreira;Silva;Chile;Paraná
Maria;Costa;Martins;Argentina;Rio de Janeiro
Ana;Lima;Martins;Chile;Rio Grande do Sul
Ricardo;Sousa;Ferreira;Brasil;Minas Gerais
Luísa;Oliveira;Almeida;Colômbia;Rio Grande do Sul
Camila;Martins;Santos;Brasil;Bahia
Camila;Santos;Ferreira;Brasil;Paraná
Fernanda;Oliveira;Pereira;Portugal;Ceará
Gustavo;Costa;Santos;Colômbia;Bahia
Camila;Martins;Pereira;Chile;Rio Grande do Sul
João;Santos;Ferreira;Colômbia;Ceará
Fernanda;Ferreira;Pereira;Portugal;Minas Gerais
João;Sousa;Martins;Chile;Ceará
Camila;Costa;Oliveira;Argentina;Pernambuco
Camila;Ferreira;Oliveira;Argentina;Bahia
João;Santos;Ferreira;Chile;São Paulo
Pedro;Silva;Almeida;Portugal;São Paulo
Luísa;Oliveira;Lima;Chile;São Paulo
Luísa;Pereira;Santos;Colômbia;Pernambuco
Carlos;Almeida;Sousa;Colômbia;Ceará
Ana;Lima;Sousa;Brasil;Rio de Janeiro
Maria;Silva;Ferreira;Portugal;Pernambuco
Fernanda;Pereira;Costa;Argentina;Minas Gerais
Ana;Sousa;Sousa;Colômbia;Pernambuco
João;Silva;Ferreira;Chile;Minas Gerais
Carlos;Costa;Costa;Brasil;Rio de Janeiro
Carlos;Almeida;Martins;Colômbia;São Paulo
Fernanda;Santos;Lima;Colômbia;São Paulo
João;Pereira;Oliveira;Argentina;Rio de Janeiro
Fernanda;Oliveira;Martins;Portugal;Paraná
Ricardo;Oliveira;Lima;Chile;Rio de Janeiro
Gustavo;Sousa;Almeida;Brasil;Rio de Janeiro
Carlos;Pereira;Silva;Colômbia;Bahia
Carlos;Pereira;Martins;Brasil;Rio de Janeiro
Ana;Pereira;Almeida;Colômbia;Minas Gerais
Pedro;Ferreira;Silva;Portugal;Minas Gerais
Camila;Almeida;Martins;Brasil;Pernambuco
Luísa;Pereira;Santos;Chile;Rio Grande do Sul
Ricardo;Oliveira;Santos;Brasil;Paraná
Gustavo;Pereira;Oliveira;Argentina;Bahia
Fernanda;Oliveira;Santos;Chile;Minas Gerais
Pedro;Martins;Oliveira;Argentina;Ceará
João;Martins;Pereira;Colômbia;Ceará
Gustavo;Martins;Santos;Chile;Rio de Janeiro
Ana;Almeida;Oliveira;Argentina;Paraná
Pedro;Lima;Santos;Chile;Paraná
João;Oliveira;Almeida;Portugal;Rio de Janeiro
Fernanda;Costa;Sousa;Argentina;Ceará
